ID,Name,RA,Dec,gmag,e_gmag,rmag,e_rmag,radius_r,ba_ratio,radius_g,logMstar,e_logMstar
PGC14584000NED001,PGC1 4584000 NED001,32.24141474324542,-10.388499189011556,18.04514020585041,0.0027127109412296,17.220614472180714,0.001689967346918,0.15699343191477283,0.4495428686438945,0.14368188170635518,8.888689714352589,0.01073515659280304
HCG16B,HCG 16B,32.33688696548208,-10.133053611109048,13.244099783739632,0.0001840999562682,12.405140783520828,0.0001040756677685,0.8973028248003708,0.4788868206529181,0.8003062550452341,10.836384756974715,0.010003336844241716
KUG0206_099A,KUG 0206-099A,32.27145466855624,-9.700399185853328,16.939077109918735,0.0007463542538945,16.70566190909885,0.0007774844670645,0.15195088101735363,0.7125383377891288,0.12705672229347356,8.213916045639117,0.010086250910841756
WJ020919_095201,WISEA J020919.28-095201.8,32.330474686471426,-9.86723917964892,17.207136755360075,0.002904757936675,16.80391084265043,0.002719569386882,0.32898672719205374,0.4378557352061454,0.301277710740264,8.427634432934225,0.01111841625053691
WJ020836_095615,WISEA J020836.71-095615.7,32.152904694545065,-9.9377091983183,17.506254436562394,0.0014842699153866,16.902709815950402,0.0011284302606088,0.16535944705690261,0.5448650022743303,0.1463752145381393,8.686589718388737,0.010256066684604357
NGC0848,NGC 0848,32.57351473508605,-10.321449154108969,13.354363085367725,0.0002046194069436,12.809546466803866,0.0001607437683484,0.9296326503903092,0.6833088537342086,0.8287267054165046,10.236350334995631,0.010005049644839545
KUG0205_104,KUG 0205-104,32.07278472744836,-10.239139206744492,15.1395368637977,0.0004414113526983,14.725695668252172,0.0003986650409609,0.40993033618843744,0.6734633973619485,0.35882331771674625,9.274737274118996,0.010026352897215738
KUG0205_105,KUG 0205-105,32.00511474027665,-10.355639213862528,14.818951201077413,0.000588891851655,14.342787864599876,0.0005006608391171,0.487303718473023,0.8624872824269293,0.4498732950948114,9.520760385568607,0.0100444670105939
HCG16A,HCG 16A,32.35248303419155,-10.135883611109056,12.689470728788264,0.0001082677528823,11.93862280863305,7.436307623916868e-05,0.8891312707730502,0.7722382614626502,0.7525993569217049,10.891706437635076,0.01000128704980026
KUG0206_105,KUG 0206-105,32.27507473574106,-10.320229185472732,15.79410912149966,0.0007128498960056,15.415213443485989,0.0006496049672808,0.36306513424498077,0.4997314541929545,0.33723705669803633,8.946861342903004,0.010069137851289808
HCG16C,HCG 16C,32.41086270293287,-10.146144166499196,13.335307953387591,0.0001283565871627,12.65077342652263,9.428495193712236e-05,0.8025670223569831,0.7399523773241733,0.6747532181684411,10.508039234476769,0.010001892154443505
WJ020825_095553,WISEA J020825.73-095553.3,32.107204694008544,-9.931729203124393,19.86622684188371,0.0092254712339303,19.535274475420373,0.0092712297770165,0.07841013477309759,0.5341182707223396,0.06894883971783083,7.227401395919251,0.01884567368515205
KUG0208_103,KUG 0208-103,32.840034712653065,-10.121219126119138,15.55898424209876,0.0010183150570018,15.156503056291386,0.0009592984821037,0.5537226623251795,0.4132537701785248,0.48128692958759134,9.08548790439346,0.010144928527377528
WJ021022_102345,WISEA J021022.68-102345.2,32.59500474312776,-10.396059151851412,18.82894711417735,0.0085278588107066,18.347274717585574,0.0078167842677224,0.11759684565583009,0.8670003249272779,0.09305165198117639,7.927174143944544,0.01730994877954266
HCG16D,HCG 16D,32.428864720563844,-10.184089169307796,13.54054109363546,0.0001566257668211,12.822648291648967,0.0001084250859987,1.017837406617005,0.4386193774740421,0.8095210361760501,10.488993118357316,0.010002706987115646
