ID,RA,DEC,g_auto,e_g_auto,r_auto,e_r_auto,radius,ab_ratio,i_auto,e_i_auto,PROB_GAL,zml,s2n_DET_auto
DR4_3_SPLUS-s21s31_0037051,330.753401534084,-26.679605217115995,18.15607452392578,0.03154710680246353,17.70806884765625,0.02366403490304947,0.0009714285260997713,1.4432140588760376,17.408287048339844,0.027141930535435677,1.0,0.057999998331069946,66.87598419189453
DR4_3_SPLUS-s21s31_0038410,331.4022732753539,-26.711633268663647,12.082878112792969,0.21162524819374084,11.510607719421387,0.1787201166152954,0.0025848369114100933,1.4846423864364624,11.436182022094727,0.10326389223337173,0.96,0.007000000216066837,3.5374560356140137
DR4_3_SPLUS-s21s31_0039198,331.21084703777797,-26.61746448969935,17.5847110748291,0.013492001220583916,16.78675651550293,0.007640947122126818,0.0006769774481654167,1.9808275699615479,16.435535430908203,0.007792651187628508,0.96,0.08224999904632568,210.490234375
DR4_3_SPLUS-s21s31_0039603,331.59381616889095,-26.605391361077267,17.756193161010742,0.020093606784939766,17.201053619384766,0.013871186412870884,0.0007474461453966796,1.60514497756958,16.95174217224121,0.015997666865587234,1.0,0.04958333447575569,114.54352569580078
DR4_3_SPLUS-s21s31_0040095,331.6197637208571,-26.302166978113846,11.720075607299805,0.051859356462955475,11.042694091796875,0.0784013569355011,0.0024642327334731817,1.056621789932251,10.925317764282227,0.05194500833749771,0.93,0.006083333399146795,38.17945098876953
DR4_3_SPLUS-s21s31_0040160,331.04812950307695,-26.49298351249638,17.945966720581055,0.028326110914349556,17.565881729125977,0.022637901827692986,0.000828287738841027,1.0748800039291382,17.315654754638672,0.02692677639424801,0.99,0.09433333575725555,73.26692199707031
DR4_3_SPLUS-s21s31_0040296,331.0076097652278,-26.298420595933784,16.25288200378418,0.008181532844901085,15.73090648651123,0.005756530445069075,0.0010556618217378855,1.292618989944458,15.48670768737793,0.006600173190236092,0.97,0.03558333218097687,280.4187316894531
DR4_3_SPLUS-s21s31_0040516,331.0140162623329,-26.310380963032657,17.19212532043457,0.020242175087332726,16.8575496673584,0.016789473593235016,0.0015398538671433926,2.7523789405822754,16.604333877563477,0.019799688830971718,1.0,0.053833331912755966,99.97644805908203
DR4_3_SPLUS-s21s31_0043153,330.7071368224744,-26.524300688086445,16.177690505981445,0.011056935414671898,15.737003326416016,0.00833134539425373,0.001368434401229024,1.1104145050048828,15.555212020874023,0.010611843317747116,0.97,0.02250000089406967,191.9929962158203
DR4_3_SPLUS-s21s31_0043866,331.73233622509247,-26.582177136522702,17.218366622924805,0.02146722935140133,16.776845932006836,0.016391491517424583,0.0011589176720008254,1.3927761316299438,16.688915252685547,0.02222743071615696,1.0,0.045499999076128006,94.47864532470703
DR4_3_SPLUS-s21s31_0044322,331.2987328124949,-26.21543736364371,12.051034927368164,0.1317417323589325,11.589767456054688,0.05401736870408058,0.001636918168514967,1.3769663572311401,11.630335807800293,0.14526024460792542,1.0,0.007166666444391012,4.661718845367432
DR4_3_SPLUS-s21s31_0044720,331.5105399941694,-26.513686944541472,12.643865585327148,0.14738844335079193,11.967998504638672,0.08625394105911255,0.0015601832419633865,1.0850085020065308,11.76675033569336,0.07194528728723526,0.95,0.012749999761581421,16.446517944335938
DR4_3_SPLUS-s21s31_0044824,331.18031751121,-26.58794526161427,16.358489990234375,0.009556404314935207,15.448930740356445,0.0048867701552808285,0.0019250179175287485,3.636625051498413,14.973726272583008,0.004568780306726694,1.0,0.052000001072883606,336.2967529296875
DR4_3_SPLUS-s21s31_0044983,332.01606271040504,-26.221834783942814,17.6988468170166,0.02552567608654499,16.775793075561523,0.012734171003103256,0.0008129649795591831,1.3312596082687378,16.374643325805664,0.012629742734134197,1.0,0.09958333522081375,123.99430847167969
DR4_3_SPLUS-s21s31_0045036,331.0206171632662,-26.239339479540927,17.846893310546875,0.022313835099339485,16.948036193847656,0.011386927217245102,0.0009583697537891567,2.666354179382324,16.453102111816406,0.010759714990854263,1.0,0.09775000065565109,144.9302520751953
DR4_3_SPLUS-s21s31_0045099,330.93090483445025,-26.28376271739696,17.574954986572266,0.0182964988052845,16.810073852539062,0.010511214844882488,0.0008600169094279408,1.9857368469238281,16.388229370117188,0.010452482849359512,1.0,0.05458333343267441,155.25015258789062
DR4_3_SPLUS-s21s31_0045295,331.0240731859665,-26.244361030794476,17.40932846069336,0.01831689290702343,16.574182510375977,0.009833250194787979,0.0007562848040834069,1.2108930349349976,16.194303512573242,0.010138047859072685,0.98,0.0455833338201046,160.53353881835938
DR4_3_SPLUS-s21s31_0045818,332.0204639075573,-26.25180286625944,19.152231216430664,0.055381398648023605,18.680465698242188,0.0411202497780323,0.0004500298819039017,1.4748212099075317,18.453140258789062,0.048347361385822296,0.96,0.036249998956918716,39.71123123168945
DR4_3_SPLUS-s21s31_0046159,331.7122085694271,-26.23623622369314,12.196369171142578,0.0839528888463974,11.65546703338623,0.07120724022388458,0.0014131199568510056,2.281574010848999,11.628168106079102,0.11610458791255951,0.9,0.00983333308249712,10.716283798217773
DR4_3_SPLUS-s21s31_0046175,331.00105946230633,-26.260890053015917,15.239118576049805,0.004799419082701206,14.65408706665039,0.0032081729732453823,0.0014785208040848374,1.1977500915527344,14.360876083374023,0.003476517740637064,1.0,0.0364999994635582,507.2835998535156
DR4_3_SPLUS-s21s31_0046491,331.39520522653766,-26.262399777531712,18.42362403869629,0.02691619098186493,17.751625061035156,0.016603805124759674,0.000510287587530911,1.6050256490707397,17.336170196533203,0.016510916873812675,1.0,0.0846666693687439,99.2353744506836
DR4_3_SPLUS-s21s31_0046505,331.26774223798685,-26.285874781809184,17.113054275512695,0.012215402908623219,16.264347076416016,0.006589834112673998,0.0010443065548315644,2.6960856914520264,15.841461181640625,0.00639612041413784,0.98,0.059583332389593124,245.94888305664062
DR4_3_SPLUS-s21s31_0047320,331.2576600574195,-26.267924571835245,16.854063034057617,0.015450771898031235,16.20444679260254,0.009683472104370594,0.0012296367203816772,1.627113699913025,15.805314064025879,0.009876428171992302,1.0,0.05458333343267441,168.155029296875
