ID,Name,RA,Dec,gmag,e_gmag,rmag,e_rmag,radius_r,ba_ratio,radius_g,logMstar,e_logMstar
AP_B220922,APMUKS(BJ) B220922.77-280636.6,333.05345,-27.86273,15.464579582214355,0.0062862387858331,14.827926635742188,0.0037586642429232,0.153022636659438,0.3687573181241196,,10.113017890637767,0.013418516409271518
WJ221109_272359,WISEA J221109.34-272359.2,332.78888,-27.39952,17.08038330078125,0.0184463448822498,16.531675338745117,0.0147485909983515,0.114562714006746,0.2405159352335353,,9.300480382626903,0.030531898051630722
WJ221051_280016,WISEA J221051.42-280016.7,332.71425,-28.00483,15.704217910766602,0.00683064898476,15.251331329345703,0.004725269973278,0.11321352794766,0.48616934552370056,,9.66984412926997,0.014245645438902712
ESO467_G014,ESO 467- G 014,332.30943,-27.40322,15.582234382629396,0.0083809057250618,15.330299377441406,0.0086260251700878,0.17982544843106998,0.34104041824754355,,9.338839061444654,0.01776936269424336
HCG91B,HCG 91B,332.31779,-27.73033,14.75814151763916,0.003482197644189,14.015005111694336,0.0019497233442962,0.198351158760486,0.22240682312070045,,10.596846854871165,0.011125206385439762
ESO467_G005,ESO 467- G 005,331.64125,-27.99158,15.16168975830078,0.0061005880124866,14.62466812133789,0.0039051880594342,0.167118804529308,0.45998421866200795,,10.04587064523066,0.013352750860920887
WJ220854_274701,WISEA J220854.95-274701.6,332.22939,-27.78304,16.613882064819336,0.0173115693032741,16.074169158935547,0.0109737971797585,0.11211954290047199,0.514516053847305,,9.47008022088374,0.026961679222426423
ESO467_G013,ESO 467- G 013,332.30838,-27.78219,14.586774826049805,0.0053891157731413,14.059366226196287,0.0034795305691659,0.166721390560266,0.9212181645168924,,10.257667977994338,0.012704566639291735
WJ220938_273316,WISEA J220938.70-273316.5,332.41154,-27.55506,18.5129508972168,0.0418471582233905,18.13853454589844,0.0304945893585681,0.02988843829371,0.8589519436474983,,8.39804219979609,0.0640353667751785
VV700NED02,VV 700 NED02,332.285,-27.80044,14.229277610778809,0.0038986052386462,13.513935089111328,0.002158295828849,0.277343709021804,0.4502057926788362,,10.755861976331127,0.011385785656134878
WJ220913_273402,WISEA J220913.03-273402.8,332.30433,-27.56747,15.186347007751465,0.0054732696153223,14.438011169433594,0.0029664153698831,0.109485515858976,0.7959377854797616,,10.435391586011303,0.012563549338827704
HCG91D,HCG 91D,332.285,-27.80044,14.229277610778809,0.0038986052386462,13.513935089111328,0.002158295828849,0.277343709021804,0.4502057926788362,,10.755861976331127,0.011385785656134878
WJ221050_275721,WISEA J221050.58-275721.0,332.71013,-27.95628,16.96247100830078,0.0165931209921836,16.368654251098633,0.0101206032559275,0.104727703146636,0.32940660530964333,,9.43290092248286,0.025763206924618975
ESO532_G023,ESO 532- G 023,332.4045,-27.2465,14.7793550491333,0.005642170086503,14.238615036010742,0.00455928966403,0.17241221386939198,0.6527100989840776,,10.205832259839429,0.013360669565664115
NGC7214,NGC 7214,332.282,-27.80947,12.804251670837402,0.0013805869966745,12.176095962524414,0.0008442442631348,0.303223561495542,0.6774716149629937,,11.161089275067699,0.01019353054230877
HCG91A,HCG 91A,332.282,-27.80947,12.804251670837402,0.0013805869966745,12.176095962524414,0.0008442442631348,0.303223561495542,0.6774716149629937,,11.161089275067699,0.01019353054230877
WJ221011_281122,WISEA J221011.26-281122.4,332.54692,-28.18953,15.262373924255373,0.0043502445332705,14.534120559692385,0.0024347580038011,0.11253323871642,0.41658677864894234,,10.367024944013012,0.011708588825752767
ESO467_G017,ESO 467- G 017,332.67021,-27.89631,14.915916442871094,0.0030828292947262,14.208633422851562,0.0018263749079778,0.099610278848556,0.7997049276003947,,10.46597398537959,0.010916100146969159
WJ221035_271456,WISEA J221035.73-271456.0,332.64875,-27.24897,16.603275299072266,0.0127949817106127,16.182323455810547,0.4729147255420685,0.06420923396944801,0.9396620083136362,,9.249864518826856,0.5775642629685829
MRSS467_117967,MRSS 467-117967,332.96742,-27.95653,18.635007858276367,0.1299897283315658,18.32065200805664,0.10108233243227,0.104234057944266,0.43910075249965164,,8.23570506829585,0.20140179291211402
WJ220943_273554,WISEA J220943.70-273554.8,332.43225,-27.59892,18.480260848999023,0.0623117610812187,17.8286190032959,0.0450855456292629,0.057607818162066,0.5450802213120016,,8.93507440347041,0.09448200425861623
