ID,Name,RA,Dec,gmag,e_gmag,rmag,e_rmag,radius_r,ba_ratio,radius_g,logMstar,e_logMstar
WJ234759_023431,WISEA J234759.93-023431.4,356.9996638812374,-2.575442813646113,15.375270582523164,0.0005165338585,14.79289056685032,0.0004807842634838,0.25265258435123994,0.9341556905863164,0.23880699547920978,9.977427848041,0.010037072047170161
WJ234720_022225,WISEA J234720.25-022225.9,356.83457386193265,-2.3741128291588947,17.353328965668258,0.0028383396979967,17.0359181077555,0.0044089714055314,0.237591878045205,0.4918872496305656,0.20719703699851585,8.685412786616398,0.011874073902655607
WJ234528_021158,WISEA J234528.37-021158.5,356.3682038446099,-2.1993928728542684,16.116336675320568,0.0013313366567001,15.58654935531986,0.0013035701659499,0.42209972885817076,0.3720386784692622,0.3863085280747702,9.581601216101697,0.010255661028212466
UM177,UM 177,356.58208384087385,-2.1551928528387774,16.748574453276323,0.0013302036273473,16.43832370170551,0.0018155447781135,0.1770422370440784,0.8950353320878469,0.16362714378015716,8.913781990586893,0.010370799036022227
WJ234606_021248,WISEA J234606.83-021248.9,356.5282738462676,-2.213792857878223,17.250870382709095,0.0022923884413503,16.876045170139182,0.0028723675615435,0.24983830260169707,0.4630789992317459,0.2316934243515492,8.834909350102084,0.010960842655125895
WJ234731_023340,WISEA J234731.08-023340.4,356.8793138796335,-2.5612328249571585,17.61905623072515,0.0017395494271957,17.238344489777475,0.0021558724442132,0.13610563338836934,0.7274875629612758,0.12604558412325526,8.698760549529633,0.010556688527350568
WJ234659_020811,WISEA J234659.42-020811.6,356.74762383942164,-2.136442837319782,16.861821319908444,0.0011425605760763,16.121027017597452,0.0010291218483869,0.2246489829870613,0.537927737154242,0.18779357733399807,9.682210554832983,0.010174838415195078
WJ234920_022329,WISEA J234920.76-022329.2,357.33603386459663,-2.3915327819667658,17.264419982649464,0.0019248490149458,16.73211847035522,0.0021745255060994,0.30025749885271064,0.3168750059270698,0.27865017759904126,9.12711971660492,0.01061027463371279
HCG97B,HCG 97B,356.9077438566763,-2.3166728222863155,15.149946606318272,0.000534638316041,14.363262300457585,0.0004666823364045,0.753033661924754,0.2265510308307058,0.6514857705085013,10.453692546977978,0.010037495911676384
WJ234446_020140,WISEA J234446.64-020140.0,356.1942338282327,-2.02776288910539,16.692444934476015,0.0014195445542934,16.221827244926942,0.0014866738393566,0.2114661818303546,0.8681317869332427,0.19375921175394417,9.23932731088593,0.010310293601854434
WJ234737_022422,WISEA J234737.41-022422.4,356.9055138651055,-2.406282822495857,17.633700377858432,0.0026515327378172,17.28897425288085,0.0037574962447937,0.20548154251380352,0.5108973438066693,0.18985884990981178,8.624890076492846,0.011468875754113416
HCG97A,HCG 97A,356.8458264182419,-2.3005608333328644,13.438176757328945,0.0003196598334278,12.603121570051606,0.0002604008612521,1.1660424692091915,0.6624553670176014,0.9613770348749948,11.22982145245118,0.010012672650210424
LEDA1099340,LEDA 1099340,356.82202678442826,-2.186080833011768,17.35953004475112,0.0022855658804901,16.607054216419748,0.0020462300447738,0.22399998548171093,0.5747572001835631,0.1876602925459136,9.505205149074435,0.010678900289469431
2MFGC17840,2MFGC 17840,356.72232383245927,-2.0628128396931147,16.856777321390936,0.0012557959093554,16.032437703104723,0.0010446211957806,0.3688703801649804,0.2135185524355093,0.32058620888660594,9.842128801433155,0.010197095134561305
WJ234808_023634,WISEA J234808.62-023634.0,357.0357938845192,-2.609412810247972,17.631973306309895,0.0022951368283421,17.102445518364355,0.0023717838901927,0.25217794025123547,0.2656889518934846,0.22782801616913048,8.9748560481217,0.010781810836089019
