ID,Name,RA,Dec,gmag,e_gmag,rmag,e_rmag,radius_r,ba_ratio,radius_g,logMstar,e_logMstar
MCG_01_12_037,MCG -01-12-037,69.2091638689117,-3.044165729430559,15.011174381726637,0.0010765173127105,14.386510089587674,0.0012466129986284,0.5481163070113603,0.8445520582714132,0.45931324146412533,9.914805429473523,0.010200293102911456
HCG30B,HCG 30B,69.12608385576958,-2.866445735706829,13.805046058084134,0.0002363467066684,12.920247016800898,0.0001795708623854,0.8460091855286473,0.6500724758194834,0.6994540963785265,10.888911434813199,0.010006570635701465
HCG30C,HCG 30C,69.09747929715304,-2.800006388883799,15.509723958230188,0.0008687753163802,14.819326402855932,0.0008455378090782,0.5324602951296512,0.518603780763235,0.4111085352038713,9.839621466386804,0.010109019504302779
WJ043803_020317,WISEA J043803.25-020317.3,69.51370641231274,-2.055256388888478,15.747378859253724,0.0006594469834975,15.187292280808922,0.0007158646698806,0.3638252657392725,0.4632895105839363,0.2928353527492903,9.498271759580721,0.01007039806009786
WJ043700_024633,WISEA J043700.14-024633.0,69.25058384845319,-2.775835726304886,18.944786726469943,0.0085128578379417,18.43779079783076,0.0105869339298508,0.1583821449742548,0.4533165142702198,0.12926030743569006,8.118967284561611,0.01937045154763945
HCG30A,HCG 30A,69.07758356663302,-2.831426388888307,13.461867798695874,0.0002790981323378,12.597893830479682,0.0002189856904637,0.7999902007213083,0.8392635916011771,0.7173771605150273,10.98682335047179,0.010009383922687935
NGC1622,NGC 1622,69.15265388009838,-3.1888157336986485,12.982729471762632,0.0002350854900212,12.130377011645606,0.0001721717993181,2.0374807685384537,0.2362940487619752,1.7900633022400576,11.156514030937661,0.010006332506951085
FGC0495,FGC 0495,69.38032387275076,-3.1040257165286613,16.253046179133058,0.0016416631858805,15.620133790737848,0.0018823778081984,0.7685036536128177,0.113862536727921,0.7016086468554124,9.433645612435262,0.010454847998527535
WJ043404_032444,WISEA J043404.12-032444.0,68.51719389984248,-3.4122357819780893,16.92822585500751,0.0015445365167494,16.48037543337523,0.0021160868620633,0.17454652896877357,0.9203526472552184,0.15513011925428286,8.813806624903545,0.010499244014019115
NGC1618,NGC 1618,69.02749387757338,-3.148745743166419,13.283090168149906,0.0002826687334532,12.556721634632696,0.0002402111006633,1.2431143894752208,0.4138095433909478,1.123344001692495,10.798260131109101,0.010010258944407881
HCG30D,HCG 30D,69.15245385390322,-2.84310573371375,15.920188683406987,0.0011079743174665,15.159321580849523,0.0010025213494561,0.33158584969611515,0.7909320040340926,0.28220913715063356,9.80862302049235,0.010165165322622155
NCG1625,NCG 1625,69.27607388826094,-3.3034957243823984,13.403505429570169,0.000371959483726,12.62174579134778,0.0003382165433583,1.442944922669608,0.2907539381796655,1.304183792133078,10.854783214433782,0.01001883385038195
WJ043547_033114,WISEA J043547.08-033114.6,68.94619390620929,-3.5207257493272883,17.93619910266261,0.0095352599756557,17.490639788104723,0.012305885396354,0.16778226580910546,0.7680056163383312,0.13982856271581798,8.406287133470899,0.021480260629631556
