ID,Name,RA,Dec,gmag,e_gmag,rmag,e_rmag,radius_r,ba_ratio,radius_g,logMstar,e_logMstar
2MJ22012971_3157464,2MASS J22012971-3157464,330.37413585747,-31.96303492989605,16.450974450497167,0.0005980718182975,15.85490720500644,0.0005130603503684,0.36127547853785263,0.3817093560241984,0.26288015479884114,8.751205193534386,0.01004620906796031
NGC7163,NGC 7163,329.83516582164646,-31.883174963124024,13.27008515717668,0.0001291685804153,12.540739398366972,9.905303496224466e-05,1.1845475507253043,0.5966980711352501,1.007341838048873,10.275457301035456,0.010001976428140174
ESO466_G046,ESO 466- G 046,330.68390587650407,-31.99106491060088,14.474901169619024,0.0002164527076473,13.72595069277804,0.0001595473269881,0.7144814426592647,0.4886353603187693,0.6135644225221034,9.830583813137627,0.010005392922858574
ESO466_G047,ESO 466- G 047,330.6918958738399,-31.955484910101276,15.807394167356652,0.0005648348722116,15.171751971863358,0.0004644642353565,0.5825384184908121,0.3843669633749677,0.4689239958937704,9.083433962295443,0.010039811823893432
ESO404_G028,ESO 404- G 028,331.0634559509048,-32.604114886763554,14.533853609893988,0.0002561952241224,13.810226712499755,0.0002011940061271,0.7964208260010074,0.5635501186923955,0.647526748281324,9.759141271873284,0.010007912940095188
2dS407Z090,2dFGRS S407Z090,330.5669658669657,-31.95328491790181,15.20246920769382,0.0021894342527656,14.362122492242474,0.0014702594752703,0.3550011169828388,0.5679265277083825,0.24867196217597473,9.712295488881294,0.01050612750897107
HCG90A,HCG 90A,330.5078758565772,-31.86967492158325,12.371720790006446,8.618654715251335e-05,11.52947182426452,5.898676104044764e-05,1.3536573490848902,0.6689123322710281,1.2063588708085953,10.84819010900544,0.01000081376852562
ESO466_G051,ESO 466- G 051,330.9514558877211,-31.95581489381995,13.959832846879564,0.0001562527318988,13.227109150566696,0.0001152699541838,0.8740369120014676,0.3589350211743858,0.7561577496969992,10.005942527035275,0.010002812315784327
WJ220521_320000,WISEA J220521.01-320000.2,331.33782591214924,-31.99993486939834,14.846823817622177,0.0002742727189636,14.324184216311563,0.0002457222278461,0.45563569778522806,0.9745620265781708,0.38965051099677134,9.254087199183967,0.010010109493850934
ESO404_G027,ESO 404- G 027,330.9493259164825,-32.28500489395398,13.433250563640424,0.000158528082197,12.852150303992437,0.000128040910862,1.4514535225963834,0.3827129388789056,1.2259336894082247,9.930007145034306,0.010003097200616288
WJ220056_322401,WISEA J220056.62-322401.5,330.23686588787194,-32.40056493840037,17.81911729972851,0.0024629906972775,17.460118785636542,0.0026228934178896,0.15857621369234756,0.8853958105487042,0.14022898822681673,7.755888151498193,0.010922856486762425
HCG90B,HCG 90B,330.5351370957478,-31.989869166659457,13.000524892948995,0.0001318762068911,12.191385961467464,9.07099676950856e-05,1.0481852098150715,0.7958232456846757,0.8547436223146886,10.534090503076273,0.010001911262565239
WJ220051_324638,WISEA J220051.17-324638.3,330.21294591943354,-32.778054939879425,17.09021547644495,0.0017028399334167,16.701858769584,0.0018816497963263,0.2138970811712806,0.721494603197888,0.14586454856470707,8.102935865144994,0.010469254086794434
HCG90C,HCG 90C,330.51316130998777,-31.9736536110462,13.317155328777911,0.0001245956720288,12.504144787591358,8.577747462760381e-05,0.7287075863532148,0.7851658772940343,0.641537081788463,10.4147556710872,0.010001707036474483
ESO466_G044,ESO 466- G 044,330.5661758499169,-31.756484917951088,14.843348743128958,0.0002788628886405,14.15847688339085,0.0002185488073339,0.5524677356368676,0.6669659568590047,0.4735072446951916,9.562096197409218,0.010009359904781247
WJ220250_323436,WISEA J220250.16-323436.9,330.70903592912697,-32.57689490902925,15.88458816917178,0.0003863812608165,15.35343176674288,0.0003408481208887,0.27473130661052986,0.801436153789634,0.23749724475026318,8.855078212677688,0.010019781680816976
ESO466_G036,ESO 466- G 036,330.33524581822974,-31.529694932308274,14.203345369051206,0.0001774223628772,13.558081990606482,0.0001354662080269,1.0580235360001933,0.2923244938882062,0.8721550559067615,9.743237517395825,0.01000371666514573
HCG90D,HCG 90D,330.5270087167505,-31.99271527771281,12.845005748927914,0.0001575959562442,12.034710517436936,0.0001188134750622,1.1043358269182975,0.6244275421245471,0.9903892947617867,10.598483567702562,0.010002905559707023
2dS408Z037,2dFGRS S408Z037,330.9545359169028,-32.28658489362616,13.341085474163185,0.0001521215303863,12.759263498864716,0.0001262258499939,1.517049356895416,0.4041020250236423,1.3234247016781997,9.968237223404609,0.010002914285329761
AP_B215808,APMUKS(BJ) B215808.24-321139.7,330.2625658506521,-31.95345493681035,17.642806657330397,0.0016828375903956,17.261384753697882,0.0018862389041724,0.21289044624361309,0.4597678404663219,0.17391514917985948,7.868792614689071,0.010465654464205656
