,recno,HIPASS,RAJ2000,DEJ2000,TType,Dist,r_Dist,OMatch,VelHI,Spk,Sint,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,f_W3mag,e_W3mag,W4mag,e_W4mag,f_W4mag,R1iso,R2iso,R3iso,R4iso,ba,PA,W1-W2,e_W1-W2,W2-W3,e_W2-W3,W1-W2c,W2-W3c,logLW1,e_logLW1,logLW2,e_logLW2,logLW3,e_logLW3,logLW4,e_logLW4,logLW1in,e_logLW1in,W1flux,W2flux,w3PaH,w4dust,logM*,e_logM*,logMHI,e_logMHI,logSFR,e_logSFR,logSFE,e_logSFE,T16
64,3137,J2344-16,356.10809,-16.81279,10.0,17.75,1,1,1571.4,0.0909,5.6,13.79,0.04,13.79,0.11,14.9,0.0,1.88,,,,36.45,,,,0.7,28.1,0.0,0.1,,,0.0,,6.911,0.016,6.513,0.045,,,,,8.27,0.02,0.93,0.51,,,8.11,0.3,8.62,0.09,,,,,0
65,3110,J2335-16,353.86423,-16.70519,-2.0,20.95,1,1,1795.2,0.0388,5.3,10.4,0.01,10.32,0.02,7.61,10.0,0.04,5.36,0.05,10.0,81.71,65.43,65.43,65.43,0.349,52.8,0.08,0.02,2.7,0.03,0.08,2.75,8.409,0.01,8.043,0.012,7.92,0.02,8.05,0.02,9.77,0.01,20.95,12.38,23.24,62.35,9.41,0.1,8.74,0.1,-0.78,0.05,-9.52,0.11,0
66,3019,J2254-20,343.60519,-20.36293,5.0,41.44,1,1,3203.0,0.0489,6.7,10.48,0.01,10.44,0.02,7.11,10.0,0.02,5.51,0.08,10.0,53.48,,,,0.997,104.9,0.04,0.02,3.28,0.02,0.04,3.37,8.963,0.01,8.582,0.012,8.73,0.01,8.58,0.03,10.32,0.01,19.14,10.94,38.46,53.45,10.05,0.1,9.43,0.09,-0.14,0.06,-9.57,0.1,0
67,3017,J2251-20a,342.75824,-20.2672,8.0,52.71,0,1,3183.6,0.0717,12.5,11.66,0.01,11.52,0.03,8.81,10.0,0.08,6.53,0.1,10.0,66.83,,,,0.27,54.9,0.14,0.02,2.55,0.05,0.14,2.73,8.698,0.01,8.355,0.014,8.22,0.03,8.33,0.04,10.06,0.01,6.43,4.01,7.4,18.63,9.55,0.11,9.91,0.06,-0.54,0.06,-10.45,0.09,1
68,3061,J2306-19,346.53528,-19.58765,5.0,58.05,0,1,4133.6,0.043,5.3,12.89,0.01,12.86,0.04,9.84,10.0,0.08,7.91,0.25,0.0,28.26,,,,0.444,94.7,0.03,0.04,2.81,0.09,0.02,3.01,8.286,0.011,7.899,0.019,7.89,0.04,7.85,0.1,9.65,0.01,2.06,1.16,2.83,5.1,9.42,0.14,9.62,0.1,-0.8,0.06,-10.42,0.11,1
69,3060,J2306-17,346.62042,-17.78517,8.0,38.52,1,1,3008.6,0.0543,3.7,14.18,0.04,14.06,0.13,,,,,,,34.02,,,,0.487,164.6,0.12,0.13,,,0.13,,7.42,0.018,7.076,0.054,,,,,8.78,0.02,0.63,0.39,,,8.28,0.37,9.11,0.12,,,,,0
70,3007,J2243-21,340.6973,-21.165,,38.31,1,1,2983.4,0.0704,7.1,11.6,0.03,11.42,0.05,8.19,10.0,0.15,6.76,0.18,10.0,26.56,,,,0.79,59.8,0.18,0.05,2.39,0.06,0.17,2.74,8.448,0.014,8.121,0.023,7.99,0.06,7.82,0.07,9.81,0.02,6.85,4.43,8.32,11.05,9.2,0.17,9.39,0.08,-0.72,0.07,-10.1,0.11,0
71,3013,J2246-19,341.5224,-19.41525,7.0,48.51,0,1,3012.8,0.0711,13.3,11.34,0.01,11.31,0.03,8.26,10.0,0.05,7.23,0.17,10.0,74.98,,,,0.3,95.6,0.03,0.02,2.93,0.04,0.03,3.08,8.754,0.01,8.369,0.013,8.39,0.03,8.05,0.07,10.11,0.01,8.64,4.89,12.79,11.58,9.87,0.11,9.86,0.06,-0.41,0.06,-10.27,0.08,1
72,3018,J2254-18,343.64679,-18.00044,10.0,41.4,1,1,3206.3,0.048,7.3,13.32,0.02,13.23,0.07,,,,11.04,1.95,0.0,37.56,,,,0.665,55.6,0.09,0.07,,,0.09,,7.824,0.013,7.463,0.03,,,,,9.18,0.02,1.39,0.83,,,8.79,0.21,9.47,0.08,,,,,0
73,3068,J2311-15,347.90292,-15.47505,7.0,25.28,1,1,2103.9,0.0431,4.2,13.45,0.03,13.64,0.09,10.96,0.0,0.25,,,,53.51,33.42,33.42,0.0,0.23,174.6,-0.19,0.09,2.68,0.26,-0.19,2.68,7.346,0.014,6.876,0.039,6.7,0.1,,,8.71,0.02,1.24,0.58,0.97,,8.66,0.26,8.8,0.11,-1.74,0.09,-10.53,0.14,0
74,3042,J2259-13,344.9425,-13.38937,9.0,12.52,1,2,1218.8,0.0429,2.4,13.15,0.02,13.11,0.05,13.2,0.0,1.63,,,,24.13,,,,0.717,97.8,0.04,0.05,,,0.04,,6.862,0.011,6.48,0.023,,,,,8.22,0.01,1.66,0.95,,,7.96,0.16,7.95,0.14,,,,,0
75,3044,J2300-12a,345.06702,-12.9621,9.0,45.58,1,1,3507.0,0.0575,9.8,13.05,0.02,13.01,0.05,13.19,0.0,0.4,10.5,1.0,0.0,39.1,,,,0.39,123.3,0.05,0.05,-0.18,0.41,0.04,,8.013,0.012,7.632,0.022,,,,,9.37,0.02,1.78,1.01,,,9.11,0.16,9.68,0.07,,,,,0
76,3045,J2300-12b,345.19928,-12.91844,0.0,41.01,1,1,3191.0,0.0738,13.8,9.75,0.01,9.46,0.02,6.37,10.0,0.03,4.05,0.05,10.0,64.24,,,,0.95,167.9,0.29,0.02,3.01,0.02,0.3,3.08,9.246,0.01,8.969,0.012,9.0,0.02,9.09,0.02,10.61,0.01,37.53,27.27,73.08,179.45,9.93,0.1,9.73,0.06,0.07,0.07,-9.66,0.09,0
77,3,J0002-15,0.60779,-15.8891,8.0,44.58,1,2,3422.6,0.0393,3.7,14.09,0.03,13.9,0.11,12.5,0.0,0.26,10.25,1.01,0.0,25.64,,,,0.742,176.9,0.19,0.1,1.39,0.28,0.2,1.4,7.579,0.015,7.261,0.043,6.44,0.12,,,8.94,0.02,0.68,0.45,0.17,,8.27,0.29,9.23,0.12,-1.94,0.11,-11.17,0.16,0
78,59,J0031-11,7.90585,-11.84461,8.0,41.1,1,2,3178.2,0.0415,5.4,13.48,0.02,13.6,0.07,15.16,0.0,2.33,12.02,4.48,0.0,31.45,,,,0.674,121.6,-0.12,0.06,,,-0.12,,7.757,0.013,7.31,0.029,,,,,9.12,0.02,1.21,0.6,,,9.07,0.2,9.33,0.09,,,,,0
79,58,J0031-10,7.8988,-10.50608,4.0,50.83,0,1,3567.5,0.1198,32.6,10.09,0.01,9.9,0.02,6.13,10.0,0.01,4.25,0.02,10.0,57.55,,,,0.579,48.2,0.18,0.02,3.77,0.02,0.19,3.78,9.296,0.01,8.975,0.012,9.3,0.01,9.22,0.01,10.66,0.01,27.43,17.97,94.89,155.44,10.01,0.1,10.29,0.04,0.31,0.07,-9.98,0.08,1
80,66,J0034-09,8.51152,-9.70516,4.0,64.28,0,1,3742.3,0.0708,19.1,8.47,0.01,8.44,0.02,5.54,10.0,0.03,3.89,0.05,10.0,120.83,,,,0.529,77.6,0.03,0.02,2.83,0.02,0.02,2.93,10.142,0.01,9.755,0.012,9.71,0.02,9.59,0.02,11.5,0.01,120.32,67.75,151.78,231.9,11.27,0.1,10.26,0.05,0.63,0.08,-9.63,0.09,1
81,74,J0036-09,9.00832,-9.88853,5.0,35.83,0,1,4930.6,0.0388,5.8,11.64,0.01,11.6,0.03,8.39,10.0,0.06,6.6,0.13,10.0,48.19,35.94,35.94,35.94,0.719,4.8,0.04,0.03,3.12,0.04,0.03,3.19,8.376,0.01,7.992,0.014,8.06,0.03,7.99,0.05,9.73,0.01,6.63,3.77,11.07,18.51,9.48,0.11,9.24,0.09,-0.67,0.06,-9.91,0.11,1
82,76,J0037-09,9.48951,-9.25258,5.0,71.15,1,1,5238.1,0.0414,8.2,10.83,0.01,10.76,0.02,7.22,10.0,0.02,5.41,0.07,10.0,52.85,,,,0.783,119.2,0.07,0.02,3.48,0.02,0.07,3.54,9.281,0.01,8.914,0.012,9.14,0.01,9.07,0.03,10.64,0.01,13.53,7.97,33.36,56.44,10.29,0.1,9.98,0.08,0.18,0.07,-9.8,0.1,0
83,65,J0034-08,8.69473,-8.39632,4.0,12.95,0,1,1658.1,0.2994,68.8,7.32,0.01,7.16,0.02,3.39,10.0,0.01,1.52,0.02,10.0,151.3,127.01,131.28,131.28,0.774,34.1,0.15,0.02,3.74,0.02,0.15,3.76,9.225,0.01,8.889,0.012,9.21,0.01,9.11,0.01,10.58,0.01,358.14,227.23,1181.44,1880.06,10.02,0.1,9.43,0.03,0.24,0.07,-9.2,0.07,1
84,27,J0015-08,3.81181,-8.18793,8.0,86.95,1,1,6326.3,0.031,4.5,13.62,0.02,13.5,0.07,10.87,0.0,0.14,8.59,0.37,0.0,34.54,,,,0.424,94.2,0.12,0.06,2.63,0.15,0.1,2.67,8.337,0.013,7.983,0.028,7.82,0.06,,,9.7,0.02,1.03,0.63,1.08,,9.26,0.2,9.9,0.1,-0.86,0.07,-10.75,0.12,0
85,38,J0022-06,5.68486,-6.68475,6.0,17.18,1,2,1539.4,0.0701,9.1,13.32,0.02,13.33,0.07,14.56,0.0,1.23,10.23,0.71,0.0,45.01,,,,0.382,172.8,-0.01,0.07,,,-0.01,,7.069,0.012,6.668,0.03,,,,,8.43,0.02,1.42,0.78,,,8.28,0.2,8.8,0.07,,,,,0
86,3128,J2340-13,355.21667,-13.35833,7.0,23.02,1,1,1947.1,0.0396,5.7,12.28,0.01,12.29,0.03,9.84,10.0,0.16,7.87,0.38,0.0,48.59,,,,0.44,84.6,0.0,0.03,2.19,0.14,-0.01,2.46,7.738,0.01,7.339,0.016,7.07,0.07,,,9.1,0.01,3.7,2.02,2.75,,8.95,0.12,8.85,0.09,-1.44,0.07,-10.29,0.12,0
87,3133,J2342-11,355.55487,-12.04933,7.0,22.76,1,1,1932.8,0.0462,4.4,13.22,0.02,13.23,0.05,,,,10.19,0.89,0.0,31.91,,,,0.628,15.7,-0.01,0.05,,,-0.01,,7.352,0.012,6.951,0.022,,,,,8.71,0.02,1.55,0.85,,,8.57,0.16,8.73,0.11,,,,,0
88,3132,J2342-07,355.57498,-7.9312,7.0,24.67,1,1,2072.1,0.0356,3.3,13.0,0.02,12.96,0.05,13.96,0.0,0.98,9.61,0.56,0.0,33.19,,,,0.636,24.0,0.04,0.05,-1.0,0.98,0.04,,7.506,0.012,7.125,0.022,,,,,8.87,0.02,1.89,1.08,,,8.6,0.16,8.67,0.12,,,,,0
89,3124,J2338-06,354.70251,-6.51792,5.0,23.76,1,1,2012.5,0.2039,46.5,8.49,0.01,8.37,0.02,4.8,10.0,0.02,3.15,0.02,10.0,135.41,117.77,117.77,117.77,0.377,15.8,0.12,0.02,3.45,0.02,0.12,3.49,9.279,0.01,8.932,0.012,9.13,0.01,9.0,0.01,10.64,0.01,120.64,74.48,296.88,433.71,10.15,0.1,9.79,0.03,0.18,0.07,-9.61,0.08,0
90,3123,J2338-05,354.70358,-5.74648,9.0,28.57,0,1,2050.9,0.0913,9.3,12.53,0.02,12.53,0.04,13.37,0.0,0.52,,,,50.58,40.13,6.0,12.0,0.403,54.5,0.0,0.04,-0.84,0.52,-0.01,,7.822,0.011,7.423,0.019,,,,,9.18,0.01,2.92,1.6,,,9.03,0.14,9.25,0.07,,,,,1
91,3120,J2337-05,354.27945,-5.72516,10.0,28.05,1,2,2310.3,0.0424,3.5,14.69,0.04,14.73,0.17,14.0,0.0,1.13,10.29,1.32,0.0,19.16,,,,0.842,102.2,-0.04,0.16,,,-0.05,,6.944,0.02,6.529,0.067,,,,,8.3,0.02,0.4,0.21,,,8.25,0.44,8.81,0.12,,,,,0
92,8,J0006-06,1.74501,-6.95585,8.3,51.05,1,2,3884.2,0.1071,8.6,14.28,0.04,14.35,0.12,13.05,0.0,0.5,11.72,4.78,0.0,20.69,,,,0.78,129.9,-0.07,0.11,1.29,0.5,-0.04,,7.613,0.018,7.201,0.048,,,,,8.97,0.02,0.56,0.3,,,8.9,0.33,9.72,0.08,,,,,0
93,6,J0005-07,1.27234,-7.09342,3.0,50.08,1,1,3817.7,0.0857,18.0,10.0,0.01,9.89,0.02,6.47,10.0,0.02,4.59,0.05,10.0,72.95,,,,0.491,75.1,0.11,0.02,3.39,0.02,0.11,3.44,9.315,0.01,8.962,0.012,9.14,0.01,9.04,0.02,10.67,0.01,29.48,17.97,68.38,106.02,10.23,0.1,10.02,0.05,0.19,0.07,-9.84,0.09,0
94,16,J0010-06,2.52876,-6.32083,9.0,50.48,1,1,3844.3,0.0384,6.2,13.41,0.02,13.52,0.07,,,,11.36,3.12,0.0,28.83,,,,0.869,27.0,-0.1,0.07,,,-0.08,,7.951,0.013,7.524,0.03,,,,,9.31,0.02,1.26,0.65,,,9.27,0.21,9.57,0.09,,,,,0
95,3143,J2349-07,357.27795,-7.04851,20.0,113.41,1,1,8123.6,0.0405,9.6,11.49,0.01,11.31,0.02,7.42,10.0,0.04,5.55,0.06,10.0,37.02,,,,0.597,8.4,0.18,0.02,3.78,0.03,0.19,3.84,9.411,0.01,9.092,0.013,9.44,0.02,9.42,0.02,10.77,0.01,7.18,4.73,26.45,49.78,10.11,0.1,10.45,0.07,0.42,0.07,-10.03,0.1,0
96,3136,J2344-06,356.04367,-6.16949,5.0,23.68,0,1,2110.1,0.1024,14.1,11.14,0.01,10.96,0.03,8.03,10.0,0.06,5.62,0.09,10.0,51.23,45.83,45.83,45.83,0.581,51.0,0.18,0.02,2.75,0.05,0.18,2.92,8.219,0.01,7.896,0.013,7.85,0.03,8.03,0.04,9.58,0.01,10.59,6.9,15.69,46.12,8.95,0.11,9.27,0.06,-0.83,0.05,-10.1,0.08,1
97,2,J0002-03,0.48564,-3.27472,1.0,82.0,1,1,6002.0,0.0553,6.8,12.0,0.01,11.88,0.03,8.3,10.0,0.06,6.93,0.16,10.0,30.06,,,,0.919,24.3,0.12,0.03,3.05,0.04,0.11,3.2,8.936,0.01,8.583,0.014,8.66,0.03,8.55,0.07,10.3,0.01,4.6,2.8,8.37,12.83,9.85,0.11,10.02,0.08,-0.19,0.06,-10.22,0.11,0
98,5,J0004-01,1.19696,-1.57024,3.0,99.46,1,1,7186.7,0.0457,9.4,11.18,0.01,11.0,0.02,7.07,10.0,0.03,5.08,0.05,10.0,49.68,,,,0.662,59.6,0.17,0.02,3.76,0.02,0.19,3.77,9.424,0.01,9.104,0.012,9.42,0.02,9.44,0.02,10.78,0.01,9.6,6.32,33.15,68.34,10.12,0.1,10.33,0.07,0.41,0.07,-9.92,0.1,0
99,3150,J2354-02,358.52664,-2.53016,,105.69,0,1,6825.6,0.0342,6.2,11.27,0.01,11.21,0.02,9.31,10.0,0.11,7.64,0.17,10.0,51.92,,,,0.764,72.1,0.06,0.02,1.23,0.06,0.04,1.95,9.441,0.01,9.061,0.013,8.53,0.05,8.26,0.07,10.8,0.01,8.86,5.06,3.78,3.94,10.53,0.1,10.2,0.09,-0.29,0.07,-10.49,0.11,1
100,3154,J2356-00,359.0296,-0.91647,4.0,100.8,1,1,7279.6,0.0639,11.3,9.87,0.01,9.81,0.02,6.18,10.0,0.03,4.56,0.04,10.0,77.55,,,,0.76,17.6,0.06,0.02,3.54,0.02,0.06,3.6,9.958,0.01,9.587,0.012,9.83,0.02,9.7,0.02,11.32,0.01,32.04,18.72,82.56,120.57,10.99,0.1,10.42,0.06,0.73,0.08,-9.69,0.1,0
101,187,J0125-18,21.34046,-18.16385,5.0,136.54,1,1,9593.1,0.0667,7.7,10.71,0.01,10.62,0.02,7.43,10.0,0.03,5.17,0.06,10.0,58.82,,,,0.85,178.2,0.09,0.02,3.19,0.03,0.14,3.26,9.864,0.01,9.525,0.013,9.63,0.02,9.71,0.03,11.22,0.01,14.05,8.84,28.1,67.43,10.69,0.1,10.52,0.08,0.57,0.08,-9.95,0.11,0
102,198,J0132-16,23.23713,-16.53579,4.0,74.54,1,1,5414.8,0.0555,11.0,10.28,0.01,10.09,0.02,6.16,10.0,0.01,4.32,0.02,10.0,56.57,,,,0.594,25.9,0.19,0.02,3.88,0.02,0.19,3.9,9.545,0.01,9.224,0.012,9.6,0.01,9.52,0.01,10.9,0.01,22.61,14.85,88.02,144.29,10.25,0.1,10.15,0.07,0.55,0.08,-9.61,0.1,0
103,174,J0118-16,19.76242,-17.02375,2.0,82.17,1,1,5943.8,0.0417,8.6,11.27,0.01,11.06,0.02,7.18,10.0,0.03,5.43,0.05,10.0,36.75,,,,0.579,86.4,0.2,0.02,3.77,0.02,0.21,3.81,9.231,0.01,8.918,0.013,9.25,0.01,9.16,0.02,10.59,0.01,9.04,6.04,32.89,51.66,9.91,0.1,10.13,0.08,0.28,0.07,-9.85,0.1,0
104,216,J0141-16,25.39945,-16.14708,10.0,19.48,1,1,1623.2,0.0556,4.9,12.52,0.02,12.47,0.04,13.46,0.0,0.52,10.78,1.38,0.0,46.2,35.24,6.0,12.0,0.634,62.4,0.06,0.04,-1.0,0.52,0.06,,7.496,0.011,7.123,0.02,,,,,8.86,0.02,2.96,1.72,,,8.54,0.14,8.64,0.1,,,,,0
105,196,J0131-12,22.88023,-12.65415,0.0,72.33,1,1,5272.6,0.05,10.1,10.49,0.01,10.49,0.02,7.97,10.0,0.05,5.7,0.16,10.0,51.2,,,,0.685,56.4,0.0,0.02,2.38,0.03,0.0,2.51,9.431,0.01,9.033,0.012,8.79,0.03,8.54,0.07,10.79,0.01,18.47,10.15,14.51,16.24,10.63,0.1,10.09,0.07,-0.09,0.07,-10.18,0.09,0
106,227,J0149-13,27.40762,-13.57125,3.0,27.4,0,1,1444.6,0.0396,4.3,11.8,0.01,11.77,0.03,9.38,10.0,0.09,7.59,0.15,10.0,58.46,48.85,48.85,48.85,0.362,62.0,0.04,0.02,2.3,0.06,0.03,2.44,8.078,0.01,7.694,0.014,7.42,0.04,7.39,0.06,9.44,0.01,5.71,3.24,4.33,7.97,9.19,0.11,8.88,0.11,-1.17,0.06,-10.05,0.12,1
107,234,J0151-12,27.79541,-12.51429,5.0,72.86,1,1,5292.7,0.0572,11.0,11.08,0.01,10.86,0.02,7.01,10.0,0.03,4.1,0.02,10.0,56.9,,,,0.598,3.1,0.22,0.02,3.77,0.02,0.23,3.8,9.202,0.01,8.896,0.012,9.23,0.01,9.58,0.01,10.56,0.01,10.76,7.3,39.32,173.01,9.88,0.1,10.13,0.07,0.25,0.07,-9.88,0.1,0
108,242,J0156-11,29.24794,-11.78039,8.0,22.98,1,1,1860.4,0.1023,14.0,12.58,0.02,12.51,0.04,11.51,0.0,0.42,9.03,1.0,0.0,76.01,54.65,54.65,54.65,0.229,87.3,0.08,0.04,0.99,0.42,0.08,,7.616,0.011,7.251,0.018,,,,,8.98,0.01,2.8,1.66,,,8.6,0.13,9.24,0.06,,,,,0
109,223,J0148-12,27.10725,-12.3809,,19.3,1,1,1614.1,0.2026,17.9,10.95,0.01,10.86,0.03,8.7,10.0,0.18,8.68,0.35,0.0,92.52,63.18,18.67,18.67,0.918,117.6,0.09,0.02,0.57,0.08,0.09,2.16,8.12,0.01,7.759,0.014,7.35,0.08,6.45,0.14,9.48,0.01,12.66,7.58,7.44,1.86,9.08,0.11,9.19,0.05,-1.22,0.08,-10.42,0.09,0
110,225,J0149-10a,27.29513,-10.42644,1.0,21.34,1,1,1756.7,0.0788,16.4,8.28,0.01,8.21,0.02,5.17,10.0,0.03,3.59,0.03,10.0,171.07,123.69,123.69,123.69,0.708,66.1,0.07,0.02,3.02,0.02,0.07,3.04,9.273,0.01,8.904,0.012,8.91,0.02,8.74,0.01,10.63,0.01,147.67,86.55,218.98,294.72,10.29,0.1,9.24,0.05,0.0,0.06,-9.24,0.08,0
111,256,J0200-11,29.99736,-11.07896,0.0,72.16,1,1,5237.1,0.0552,11.4,10.32,0.01,10.28,0.02,7.53,10.0,0.03,5.76,0.09,10.0,68.78,,,,0.48,74.3,0.04,0.02,2.71,0.02,0.03,2.78,9.5,0.01,9.116,0.012,9.0,0.02,8.9,0.04,10.86,0.01,21.77,12.35,23.86,37.52,10.61,0.1,10.14,0.06,0.08,0.07,-10.06,0.09,0
112,263,J0204-10,31.14515,-10.10842,7.0,23.8,1,1,1913.9,0.1234,14.5,12.77,0.01,12.74,0.04,10.43,10.0,0.17,9.33,0.35,0.0,29.28,,,,0.619,37.0,0.03,0.04,1.06,0.14,0.03,2.32,7.569,0.011,7.182,0.018,6.85,0.07,6.48,0.14,8.93,0.01,2.34,1.32,1.53,1.29,8.69,0.13,9.28,0.06,-1.62,0.08,-10.91,0.09,0
113,276,J0209-09,32.36779,-9.67982,4.0,24.54,0,1,1966.3,0.1393,26.2,9.04,0.01,8.87,0.02,5.12,10.0,0.01,3.27,0.02,10.0,82.49,82.49,83.69,82.49,0.412,63.4,0.17,0.02,3.71,0.02,0.17,3.75,9.086,0.01,8.758,0.012,9.07,0.01,8.98,0.01,10.45,0.01,72.59,46.83,239.75,386.51,9.84,0.1,9.57,0.04,0.13,0.07,-9.44,0.08,1
114,280,J0211-09,32.92323,-9.30464,7.0,18.44,1,1,1533.4,0.0504,6.0,10.07,0.01,9.9,0.02,6.47,10.0,0.02,3.77,0.02,10.0,76.43,60.25,60.25,60.25,0.72,78.0,0.18,0.02,3.43,0.02,0.18,3.43,8.43,0.01,8.105,0.012,8.28,0.01,8.54,0.01,9.79,0.01,28.37,18.42,69.39,249.62,9.17,0.1,8.68,0.09,-0.49,0.05,-9.17,0.1,0
115,264,J0205-09,31.45596,-9.82209,9.4,23.59,1,1,1898.1,0.0998,11.8,12.92,0.02,12.75,0.04,10.47,10.0,0.15,7.74,0.17,10.0,51.19,41.8,14.27,16.11,0.375,121.2,0.17,0.04,1.05,0.13,0.17,2.28,7.505,0.011,7.176,0.02,6.84,0.06,7.15,0.07,8.86,0.02,2.06,1.33,1.52,6.18,8.27,0.14,9.19,0.06,-1.63,0.07,-10.82,0.09,0
116,259,J0203-09,30.75913,-9.65537,6.0,52.1,1,1,3865.3,0.1214,26.9,11.3,0.01,11.21,0.02,8.29,10.0,0.05,6.2,0.09,10.0,95.77,,,,0.18,36.7,0.09,0.02,2.81,0.04,0.09,2.98,8.83,0.01,8.469,0.013,8.45,0.02,8.51,0.04,10.19,0.01,8.93,5.33,12.7,28.83,9.8,0.1,10.23,0.04,-0.36,0.06,-10.59,0.07,0
117,241,J0156-09,29.09431,-9.06157,3.0,22.38,0,1,1641.2,0.1707,30.4,9.88,0.01,9.76,0.02,6.64,10.0,0.02,4.54,0.05,10.0,5.0,82.58,82.58,82.58,0.381,46.1,0.12,0.02,3.12,0.02,0.13,3.17,8.674,0.01,8.328,0.012,8.39,0.01,8.37,0.02,10.03,0.01,33.75,20.92,60.56,114.88,9.54,0.1,9.55,0.04,-0.41,0.06,-9.96,0.07,1
118,268,J0206-08,31.58819,-8.87134,9.0,74.49,1,1,5392.7,0.0497,2.6,13.31,0.02,13.28,0.06,10.58,10.0,0.17,10.05,0.65,0.0,36.39,,,,0.737,13.2,0.03,0.06,1.29,0.2,0.02,2.73,8.333,0.012,7.944,0.025,7.8,0.07,,,9.69,0.02,1.39,0.78,1.42,,9.48,0.18,9.52,0.14,-0.87,0.07,-10.39,0.16,0
119,255,J0200-08,30.22924,-8.84102,10.0,19.3,1,1,1606.7,0.063,7.7,12.38,0.02,12.46,0.04,12.92,0.0,0.31,9.73,0.49,0.0,42.4,29.31,6.0,12.0,0.765,25.8,-0.08,0.04,-0.46,0.31,-0.08,-0.46,7.547,0.011,7.119,0.019,,,,,8.91,0.01,3.39,1.73,,,8.86,0.14,8.83,0.08,,,,,0
120,226,J0149-10b,27.29324,-10.06096,6.0,24.71,1,1,1992.5,0.1261,21.4,10.38,0.01,10.35,0.02,7.29,10.0,0.04,5.46,0.07,10.0,76.63,59.1,59.1,59.1,0.907,127.6,0.02,0.02,3.06,0.03,0.02,3.08,8.559,0.01,8.171,0.012,8.19,0.02,8.17,0.03,9.92,0.01,21.27,11.93,31.42,58.5,9.7,0.1,9.49,0.05,-0.56,0.05,-10.05,0.07,0
121,233,J0151-09,27.76546,-9.70279,5.0,22.46,1,1,1833.6,0.1269,24.8,8.83,0.01,8.66,0.02,4.87,10.0,0.01,2.83,0.02,10.0,98.31,98.31,98.31,98.31,0.571,43.6,0.17,0.02,3.76,0.02,0.17,3.79,9.098,0.01,8.77,0.012,9.1,0.01,9.08,0.01,10.46,0.01,89.04,57.41,307.39,587.05,9.85,0.1,9.47,0.04,0.15,0.07,-9.31,0.08,0
122,218,J0146-08,26.65886,-8.67811,10.0,22.2,1,2,1821.6,0.0359,2.4,14.44,0.04,14.81,0.2,,,,10.76,1.0,0.0,28.69,,,,0.44,113.5,-0.37,0.2,,,-0.38,,6.843,0.018,6.295,0.08,,,,,8.2,0.02,0.51,0.2,,,8.16,0.52,8.44,0.14,,,,,0
123,215,J0141-09,25.33102,-9.22563,6.0,74.67,1,1,5430.7,0.0525,6.9,13.55,0.02,13.36,0.05,10.47,10.0,0.31,9.45,0.41,0.0,24.32,,,,0.767,66.0,0.19,0.05,1.54,0.17,0.18,2.61,8.238,0.012,7.912,0.023,7.73,0.13,,,9.6,0.02,1.11,0.72,1.19,,8.98,0.16,9.95,0.08,-0.93,0.11,-10.88,0.14,0
124,232,J0151-06,27.86805,-6.51618,7.0,43.23,0,1,2133.5,0.0637,10.8,12.62,0.01,12.54,0.04,10.05,10.0,0.16,7.36,0.15,10.0,51.33,42.96,17.66,18.84,0.345,87.4,0.08,0.04,1.44,0.12,0.08,2.11,8.139,0.011,7.774,0.018,7.34,0.07,7.63,0.06,9.5,0.01,2.64,1.56,1.44,5.51,9.13,0.13,9.67,0.07,-1.23,0.07,-10.91,0.1,1
125,231,J0151-05,27.97431,-5.51071,8.0,19.52,1,1,1635.4,0.1469,22.3,13.33,0.03,13.39,0.09,12.94,0.0,0.45,9.77,0.51,0.0,40.91,,,,0.577,18.5,-0.05,0.09,0.44,0.46,-0.06,,7.175,0.014,6.755,0.037,,,,,8.53,0.02,1.41,0.73,,,8.49,0.25,9.3,0.05,,,,,0
126,157,J0108-12,17.19524,-12.60914,-2.0,102.93,1,1,7364.9,0.0687,3.2,12.35,0.01,12.23,0.04,8.13,10.0,0.08,6.5,0.11,10.0,30.67,,,,0.913,34.9,0.13,0.03,3.72,0.05,0.14,3.81,8.982,0.011,8.642,0.016,8.98,0.03,8.95,0.04,10.34,0.01,3.24,2.04,11.05,20.49,9.81,0.12,9.89,0.12,0.06,0.07,-9.84,0.14,0
127,127,J0056-09,14.17775,-9.91391,5.0,77.58,1,1,5662.5,0.1208,20.9,9.06,0.01,8.99,0.02,5.44,10.0,0.02,3.64,0.03,10.0,87.04,,,,0.975,14.1,0.07,0.02,3.48,0.02,0.08,3.56,10.06,0.01,9.694,0.012,9.92,0.01,9.84,0.01,11.42,0.01,68.36,40.38,171.44,279.36,11.06,0.1,10.46,0.05,0.8,0.08,-9.66,0.1,0
128,139,J0100-09,15.19091,-9.18574,4.0,61.25,1,1,4549.0,0.0683,8.1,10.04,0.01,9.97,0.02,6.83,10.0,0.03,4.72,0.08,10.0,52.63,,,,0.859,39.5,0.07,0.02,3.06,0.02,0.06,3.16,9.474,0.01,9.102,0.012,9.16,0.02,9.07,0.03,10.83,0.01,28.42,16.59,47.18,76.69,10.51,0.1,9.85,0.08,0.2,0.07,-9.65,0.1,0
