ID,RAobj,DECobj,Depth,R25(arcsec),R25slope(arcsec/mag),petroMag,petroMag_err,b/a,theta,petroflux,petroflux_err,petroSMA,petroSMAErr,petroSMA50,petroSMA50Err,petroSMA90,petroSMA90Err
WJ020919,32.33047468647139,-9.867239179648907,28.553392099185906,21.13074961734934,4.127091827479939,16.4343645410056,0.00292923317885901,0.43778815789577136,-41.18809001194205,266.8419978720015,0.7199192863369785,24.45556074708001,-0.06099226591656676,12.684185342652576,0.02990035158615663,22.67592839750958,0.11990231076615977
KUG0208_103,32.84003471265304,-10.121219126119112,27.10518155003514,37.78127564991898,8.343477114797997,14.842223229967079,0.001127749569534892,0.415595391593504,-30.448406647461226,1156.4069896720403,1.2011550126951027,36.26871764786137,-0.0850825944209682,16.274628183090975,0.01701753893048035,37.62992668473486,0.10208726923005935
KUG0206_105,32.27507473574105,-10.320229185472732,27.643702108126945,23.061660619115667,3.9260510771467936,15.154516474910809,0.0007354522145398884,0.49994651391581524,-41.688435648439885,867.3480572024226,0.58752121063191,16.99989665850873,-0.03231990762711178,8.3605002170571,0.004852431069159571,18.44987403757151,0.03532403266383219
KUG0205_104,32.072784727448344,-10.239139206744493,27.757228315098192,27.088607141465584,5.129337689474569,14.435982864848066,0.00042557790246530865,0.6536819984653751,65.57470542676933,1681.15150629845,0.6589638704516373,18.04209158241172,-0.03300404651855761,7.934797292243435,0.0036031938135164024,21.190875965613213,0.02529489347235571
HCG16D,32.42886472056381,-10.18408916930777,27.143229232043268,68.40270998603889,14.9219974106351,12.275172601098454,8.218805897781161e-05,0.43959377524320903,0.7400629991139563,12300.732087018616,0.9311408146911351,21.307569462809205,-0.011774977937760287,9.603071346771795,0.0008011478444963367,27.922924777938906,0.006657015770384412
HCG16A,32.35248303419154,-10.13588361110906,27.995585121732496,55.10310858556133,4.960673822147152,11.438084259963393,6.393027147465208e-05,0.8209874722581912,-79.28709282576388,26592.936467879277,1.5658441159548777,25.357030532912734,-0.005941929437015672,8.520299391398504,0.0010867630929338285,27.143697131887635,0.00417844984591754
WJ021022,32.59500474312774,-10.396059151851377,27.578030457415714,7.678211639896192,2.6269122751712564,18.053518955738703,0.008473386279275553,0.8670003249272779,36.745375380197636,60.06098048530975,0.46873253902169815,11.246031818402008,-0.2000100669079812,5.410567786903007,0.037585950105931284,12.18762212029289,0.23197137716039443
WJ020836,32.15290469454505,-9.9377091983183,28.312475386796397,10.757063555909488,2.1677213230003822,16.500015335696467,0.0010407654692305224,0.5446629786187832,-66.61868686042261,251.18509521218132,0.24078111454380136,7.130600038866836,-0.019134191172515438,3.377796066000355,0.003076564667864081,8.00707888985959,0.023094652270520637
HCG16C,32.41086270293287,-10.146144166499198,28.42656576105797,6.92560345458934,nan,12.512939879064831,0.00013651111791240596,0.7134099358325364,-10.770605485564282,9881.526698265685,1.2424180480948765,25.84166604643654,-0.015611064703286666,10.779946637133921,0.002043606182814705,31.799424484579905,0.013034090267033468
WJ020825,32.10720469400852,-9.931729203124393,27.159683796419543,4.978641784075364,2.0098206017915907,19.31256529002701,0.011114205897969775,0.5341182707223397,-19.147629402537888,18.835358209060498,0.1928093107516374,5.57200304328488,-0.18895418681936996,2.9097951144762066,0.021075633461061588,7.479721834348361,0.28252274680218753
HCG16B,32.33688696548209,-10.133053611109053,28.10616263403319,60.11586205952839,14.766743955777795,11.807884635098027,7.601186688825174e-05,0.4930310163200164,-4.664340696836224,18916.733519094607,1.3243513699851897,27.24057722256122,-0.011694894163663797,10.607958058030434,0.0011267820136899613,31.888466235352045,0.006294615451552929
KUG0206_099A,32.27145466855623,-9.700399185853305,27.701301029265437,10.431101422614159,2.792368372497515,16.304316731328008,0.0008326493225200763,0.6911595683906708,-34.77325467965309,300.79686630208107,0.23068062559301375,5.771838517732686,-0.02573790328799607,2.7338151034265583,0.0024448396530691824,7.311532778126376,0.019929386732725395
KUG0205_105,32.00511474027665,-10.355639213862533,27.74235575460022,31.142613888019863,5.996443082960435,13.99522477299347,0.0004992475584224637,0.8624684615600234,-65.40565381925087,2522.958406535878,1.1601168119332126,26.304459001817968,-0.02205922901558521,13.301498238623342,0.005533109493258023,26.534272988448016,0.03172740079952234
PGC14584000NED001,32.24141474324542,-10.388499189011558,27.86766147153846,10.098379835518653,2.5791952605999215,16.518558811347532,0.0011787494945600353,0.4542664169689571,83.02311796182231,246.93148913858275,0.2680857161596663,8.870674712838156,-0.013996599726566637,5.315219441680377,0.0022816710082108056,8.764353154087615,0.025435593047053427
NGC0848,32.573514735086036,-10.321449154108954,26.837457856191378,64.4463107122817,18.318432664555605,12.388223695958533,0.00015006506260736564,0.6849365641653534,62.376859392379764,11084.357426718749,1.5320247993144147,36.9189532341509,-0.026280904047885995,15.967716516920985,0.0029056266495628693,44.232904512583836,0.018361719557931228
