ID,RAobj,DECobj,Depth,R25(arcsec),R25slope(arcsec/mag),petroMag,petroMag_err,b/a,theta,petroflux,petroflux_err,petroSMA,petroSMAErr,petroSMA50,petroSMA50Err,petroSMA90,petroSMA90Err
WJ020919,32.33047468647139,-9.867239179648907,29.37072868744503,18.078834486189628,5.648347013585367,17.203679635141924,0.002903014804717846,0.43778815789577136,-41.18809001194205,131.37966372975583,0.35127971893623794,23.446841280399827,-0.06921011365693536,11.948648619176666,0.025544758030385337,21.4489597161072,0.09893487530730923
KUG0208_103,32.84003471265304,-10.121219126119112,27.407063819221104,29.29902690418194,10.826298259074193,15.52831740031963,0.001024022251340626,0.415595391593504,-30.448406647461226,614.7139089318651,0.5797731697590714,33.11352695217532,-0.08848500417261825,15.316632878621741,0.014622222886411731,35.45431207261328,0.08623717003372855
KUG0206_105,32.27507473574105,-10.320229185472732,28.611659372619613,20.24436940226255,4.170644768250981,15.79246525391069,0.0007116720539469465,0.49994651391581524,-41.688435648439885,481.96322132482595,0.31591444970146876,17.347709490118984,-0.03250911216783013,8.564019800599594,0.004778876399289741,18.326952490001897,0.03255248254557247
KUG0205_104,32.072784727448344,-10.239139206744493,28.179033650573054,22.09802345740061,6.133054006577211,15.127578572543756,0.00043912581582087993,0.6536819984653751,65.57470542676933,889.1367704912157,0.3596112094330288,17.13319465904728,-0.025811482366112876,7.557526161423415,0.003923120724018264,19.824355604126282,0.024745607409268074
HCG16D,32.42886472056381,-10.18408916930777,29.38909210498268,48.715795763236194,16.286224087311304,13.539972059000021,0.0001564440787466669,0.43959377524320903,0.7400629991139563,3837.171201764283,0.5528992318967424,25.45728705485562,-0.02597278692764822,11.71070827277803,0.0017839065214525856,32.41088716872232,0.014799480841693476
HCG16A,32.35248303419154,-10.13588361110906,29.547432148613304,41.76288079962447,10.951062852857573,12.766455000824816,0.0001168806059300161,0.8209874722581912,-79.28709282576388,7823.804677219772,0.8422405252252357,26.557277657687525,-0.009556138045134412,9.111958326753067,0.00249862700968772,27.91429377097597,0.007832120499105874
WJ021022,32.59500474312774,-10.396059151851377,28.974524568626716,5.603883103060576,2.9614559197512484,18.81794463633396,0.00847621010388096,0.8670003249272779,36.745375380197636,29.70449308775092,0.23189935394771707,10.78183939858342,-0.24300555669409243,5.206397567125977,0.03727135257707908,11.381189747201118,0.22850546120602858
WJ020836,32.15290469454505,-9.9377091983183,28.506549704220518,8.776468050335666,1.8887433921650316,17.506809492249978,0.0014844457829433994,0.5446629786187832,-66.61868686042261,99.37478523846835,0.13586769993638806,7.395281200803291,-0.03968734932887412,3.506371729951442,0.004597742871710872,8.259589024298347,0.03615253093195251
HCG16C,32.41086270293287,-10.146144166499198,29.98588161143767,6.714620741666337,0.04600876049276024,13.652863288203474,0.0002245366105832194,0.7134099358325364,-10.770605485564282,3458.236455964316,0.7151835676240844,27.910221143237656,-0.027015722607933144,11.689236612528273,0.0038782650755946253,34.25079280945831,0.02300876417396121
WJ020825,32.10720469400852,-9.931729203124393,27.593790188699796,4.143039897369664,1.0839301165198951,19.865691222197725,0.009213434747961125,0.5341182707223397,-19.147629402537888,11.316796622442277,0.09603305736686411,5.417361450071253,-0.09605685618939101,2.750762006640524,0.017513288145690295,5.9866239283774005,0.16369079545652213
HCG16B,32.33688696548209,-10.133053611109053,29.182014462644872,47.211028190976386,10.027988567866773,13.283431459131856,0.00019426242960426859,0.4930310163200164,-4.664340696836224,4859.9009319014085,0.869544700204166,32.99362210965872,-0.019812436816963812,13.443915989910822,0.003290696273755941,36.05570700189381,0.018465290594199074
KUG0206_099A,32.27145466855623,-9.700399185853305,28.407543943490282,8.637736147349235,2.3119542878370707,16.71976859640821,0.0006568126651724437,0.6911595683906708,-34.77325467965309,205.15993908093418,0.12411085287920681,4.527121855902058,-0.012320242467293423,2.1448753340687725,0.0014476116972750466,5.605113409270754,0.011813256838585584
KUG0205_105,32.00511474027665,-10.355639213862533,28.24579827812188,27.005523455222203,4.505426675284687,14.811798278550231,0.0005853538345915113,0.8624684615600234,-65.40565381925087,1189.2706158086082,0.6411724250142855,26.92368840541098,-0.022526888235818672,14.275046006591754,0.006116589195298961,26.316431072176027,0.03363546357260738
PGC14584000NED001,32.24141474324542,-10.388499189011558,27.761573742557673,8.570689190672041,0.32569386599038785,17.91461132703633,0.002379797344515283,0.4542664169689571,83.02311796182231,68.25830021756538,0.1496136178263266,9.510899527320687,-0.030813401821631312,5.57137740194808,0.005469450934822562,9.382175381718202,0.04706358604206192
NGC0848,32.573514735086036,-10.321449154108954,27.704223579697945,49.705468155455684,12.153048676798408,13.342747478453115,0.00020236711198598942,0.6849365641653534,62.376859392379764,4601.51676458109,0.8576628966801678,40.20786111813301,-0.027829956361194157,18.436073074334104,0.004054697212062197,47.230136121696525,0.028784004611045737
